_id,title
6012c286cfe09249249f7f62,Bathing
6012c286cfe09249249f7f64,Home Furnishing
6012c286cfe09249249f7f66,Different Rooms In The House
6012c286cfe09249249f7f68,Care Of The Body
6012c286cfe09249249f7f6a,Good Posture
6012c286cfe09249249f7f6c,Care Of Personal Belonging
6012c28acfe09249249f7f6e,Clothing
6012c28acfe09249249f7f70,Process Of Making Cloth
6012c28acfe09249249f7f72,Identification Of Hand And Feet
6012c28acfe09249249f7f74,Care Of The Nails
6012c28acfe09249249f7f76,Care Of The Hair
6012c28acfe09249249f7f78,Maintaining Personal Health
6012c28acfe09249249f7f7a,Process Of Cleaning The Different Room In The Home
6012c28acfe09249249f7f7c,Types Of Toilet And Bathroom
6012c28ecfe09249249f7f7e,Food In The Locality
6012c28ecfe09249249f7f80,Importance Of Food            
6012c28ecfe09249249f7f82,Food For Health
6012c28ecfe09249249f7f84,Good Eating Habit
6012c28ecfe09249249f7f86,Good Manner            
6012c28ecfe09249249f7f8a,Food Belonging To Various Food Group            
6012c28ecfe09249249f7f8c,Adequate/Balanced Diet
6012c28ecfe09249249f7f88,Classification Of Food Stuff           
6012c2a7cfe09249249f7f8e,WHOLE NUMBERS
6012c2a7cfe09249249f7f90,WHOLE NUMBERS
6012c2a7cfe09249249f7f92,WHOLE NUMBERS
6012c2a7cfe09249249f7f94,INTRODUCING ZERO AS A NUMBER
6012c2a7cfe09249249f7f9a,"COUNTING, READING AND WRITING OF NUMBERS (11 - 20) AND (21 - 50)"
6012c2a7cfe09249249f7f9c,"COUNTING, READING AND WRITING OF NUMBERS 51 - 100"
6012c2a7cfe09249249f7f9e,FRACTIONS
6012c2a7cfe09249249f7fa0,FRACTIONS
6012c2a7cfe09249249f7fa2,OBJECTS AND SHAPES
6012c2a7cfe09249249f7f96,IDENTIFICATION AND READING OF NUMBERS 6-9 AND 9-6
6012c2a7cfe09249249f7f98,WHOLE NUMBER 10
6012c2abcfe09249249f7fa4,ADDITION OF WHOLE NUMBERS WITH SUM LESS THAN 5
6012c2abcfe09249249f7fa6,ADDITION
6012c2abcfe09249249f7fa8,ADDITION
6012c2abcfe09249249f7faa,ADDITION
6012c2abcfe09249249f7fac,SUBTRACTION
6012c2abcfe09249249f7fae,SUBTRACTION
6012c2abcfe09249249f7fb0,SUBTRACTION
6012c2abcfe09249249f7fb2,SUBTRACTION
6012c2abcfe09249249f7fb4,SUBTRACTION
6012c2abcfe09249249f7fb6,SUBTRACTION
6012c2b1cfe09249249f7fb8,MONEY
6012c2b1cfe09249249f7fba,MONEY
6012c2b1cfe09249249f7fbc,MEASUREMENT
6012c2b1cfe09249249f7fbe,MEASUREMENT
6012c2b1cfe09249249f7fc0,WEIGHT
6012c2b1cfe09249249f7fc2,MEASUREMENT
6012c2b1cfe09249249f7fc4,CAPACITY
6012c2b1cfe09249249f7fc6,TWO DIMENSIONAL SHAPES
6012c2b1cfe09249249f7fc8,DATA COLLECTION
6012c2bfcfe09249249f7fca,Meaning of Social Studies
6012c2bfcfe09249249f7fcc,Importance of Social Studies
6012c2bfcfe09249249f7fce,Meaning and Types of Family
6012c2bfcfe09249249f7fd0,Family tree
6012c2bfcfe09249249f7fd2,Roles of Members of the Family
6012c2bfcfe09249249f7fd4,Qualities of a Good Family
6012c2bfcfe09249249f7fd6,Meaning of culture
6012c2bfcfe09249249f7fd8,Types of Culture
6012c2c4cfe09249249f7fda,Greetings and Showing Respect to Elders
6012c2c4cfe09249249f7fdc,"People, Places and Things to Respect"
6012c2c4cfe09249249f7fde,Meaning of Morals: Good and Bad Morals
6012c2c4cfe09249249f7fe0,Harmful Substances
6012c2c4cfe09249249f7fe2,Rules for Taking Substances into the Body
6012c2c4cfe09249249f7fe4,Drug Abuse: Meaning and Effects of Overdose
6012c2c4cfe09249249f7fe6,How to Help Someone Suffering From Drug Overdose
6012c2c4cfe09249249f7fe8,"Meaning of Security, Sources and Dangers of Insecurity"
6012c2c9cfe09249249f7fea,"Food: Meaning, Why We Eat Food"
6012c2c9cfe09249249f7fec,"Types of Food We Eat, Sources of Food in Our Community"
6012c2c9cfe09249249f7fee,"Meaning of Food Safety, Ways of Ensuring Food Safety"
6012c2c9cfe09249249f7ff0,Keeping Our Environment Clean
6012c2c9cfe09249249f7ff2,Accidents in The School
6012c2c9cfe09249249f7ff4,Transportation: Past and Now
6012c2c9cfe09249249f7ff6,"Water, Sources and Qualities of Good Water"
6012c2c9cfe09249249f7ff8,Uses of Water / Purification of Water.
6012c2d9cfe09249249f7ffa,  ÀKÓKÒ LÁÀRIN ỌJỌ́ ( greetings during the day)
6012c2d9cfe09249249f7ffc, ÀKÓKÒ LÁÀRIN ỌDÚN ( Season greetings)
6012c2d9cfe09249249f7ffe, ORIN KÉÉEKÈÈKÉ FÚN ÍDÁRAYÁ ( songs for games)
6012c2d9cfe09249249f8000,ORIN ÌRẸMỌLẸ́KÚN (Lullaby)
6012c2d9cfe09249249f8002,  ÁLÍFÁBẸ́Ẹ̀TÌ ÈDÈ YORÙBÁ( Yoruba Alphabets 1)
6012c2d9cfe09249249f8004, ÁLÍFÁBẸ́Ẹ̀TÌ ÈDÈ YORÙBÁ  2 (Yoruba Alphabets 2)
6012c2d9cfe09249249f8008,Ẹ̀YÀ ARA ÈNÌYÀN ( Parts of Human body)
6012c2d9cfe09249249f800a,ÀRỌ̀FỌ̀ KÉÉKÈÈKÈ LÓRI ÀYÍKÁ AKẸ́KỌ̀Ọ́̀ 1 ( Poems on pupils’ environment  1)
6012c2d9cfe09249249f8006,ORUKO AWON NNKAN TO WA NI AYIKA (Names of things in our environment)
6012c2decfe09249249f800c,ÀRỌ̀FỌ̀ KÉÉKÈÈEKÉ LÓRÍ ÀYÍKÁ AKẸ́KỌ̀Ọ́ 2 (poems on pupils’ environment 2)
6012c2decfe09249249f800e,ORIṢÌÍRIṢÌÍ ẸRANKO ILÉ ( Domestic Animals)
6012c2decfe09249249f8010,ÒǸKÀ: OÓKAN DẸ́ ẸẸ́WÀÁ ( counting 1-10)
6012c2decfe09249249f8012,PÍPE ÌRÓ ÈDÈ: ÌRÒ F́AWẸ̀LÌ ÀÌRÁNMÚPÈ (pronouncing oral vowel sounds
6012c2decfe09249249f8014,ORÍṢÌÍRÍṢÌÍ ẸRANKO IGBÓ (Wild animals)
6012c2decfe09249249f8016, PÍPE ÌRÓ ÈDÈ: ÌRÒ FÁWẸ̀LÌ ARÁNMÙPÈ (pronouncing nasalized vowel sounds)
6012c2decfe09249249f8018,  ORÍṢÌÍRÍṢÌÍ ẸYE ÀTI ẸRAN ODÒ (Birds and water animals)
6012c2decfe09249249f801a,PÍPE ÌRÓ ÈDÈ- ÌRÓ KỌ́ŃSÓNÁǸTÌ ( Pronouncing consonant sounds)
6012c2decfe09249249f801c, ÌMỌ́TÓTÓ ( Hygiene)
6012c2e3cfe09249249f801e, ÀLỌ́ ÀPAMỌ́ ( Folk tale)
6012c2e3cfe09249249f8020,"ÀLỌ́ ONÍTAN ( folktale) – ÀLỌ́ ÌJÀPÁ, Ọ̀KẸ́RẸ́ ÀTI ASIN"
6012c2e3cfe09249249f8022,ÌWÀ ỌMỌLÚÀBÌ – ÌBỌ̀WỌ̀FÁGBÀ
6012c2e3cfe09249249f8024, ÀFIWÉ ÌRÓ ÈDÈ GẸ̀Ẹ́SI ÀTI ÌRÓ ÈDÈ YORÚBÁ ( comparing English and Yoruba language sounds)̣
6012c2e3cfe09249249f8026, ÒǸKÀ II: OÓKÀNLÁ DÉ OGÚN (Counting 11-20)
6012c2e3cfe09249249f8028,ỌJỌ́ TÓ WÀ NÍNÚ Ọ̀SẸ̀ ( Days of the week)
6012c2e3cfe09249249f802a,  ORIN AKỌ́MỌNÍWÀ ( Moral sounds)
6012c2e3cfe09249249f802c,AGOGO (time)
6012c588cfe09249249f802e,Revision Of Primary One Work
6012c588cfe09249249f8030,Meaning Of Farm Tools
6012c588cfe09249249f8032,Use Of Farm tools
6012c588cfe09249249f8034,Care Of Farm Tools
6012c588cfe09249249f8036,Activities Before Planting
6012c588cfe09249249f8038,Activities During Planting
6012c588cfe09249249f803a,Activities After Planting
6012c588cfe09249249f803c,Activities After Planting II
6012c58dcfe09249249f803e,Revision Of First Term Work
6012c58dcfe09249249f8040,"Insect Pests: Meaning, Classification Of Insects With Examples"
6012c58dcfe09249249f8042,Insects: Usefulness Of Farm Insects
6012c58dcfe09249249f8044,Insects: Usefulness Of Harmful Insects
6012c58dcfe09249249f8046,Insects: Common Farm Insects In Our Environment
6012c58dcfe09249249f8048,Insects: Damages Caused By Harmful Insects 
6012c58dcfe09249249f804a,Insects: Methods Of Controlling Harmful Insects
6012c58dcfe09249249f804c,Insects: Methods Of Controlling Harmful Insects II
6012c58dcfe09249249f804e,Insects: Exercising Care When Controlling Harmful Insects I
6012c58dcfe09249249f8050,Insects: Exercising Care When Controlling Harmful Insects II
6012c58fcfe09249249f8052,Revision Of Last Term Work
6012c58fcfe09249249f8054,Earthworm: Meaning And Usefulness
6012c58fcfe09249249f805a,"Farmers' Enemies: Methods Of Controlling Rodents, Birds And Crabs I"
6012c58fcfe09249249f805c,"Farmers' Enemies: Methods Of Controlling Rodents, Birds And Crabs II"
6012c58fcfe09249249f8058,"Farmers' Enemies: Damages Caused By Rodents, Birds And Crabs I "
6012c58fcfe09249249f8056,"Farmers' Enemies: Rodents, Birds And Crabs I"
6012c595cfe09249249f805e,The Senses
6012c595cfe09249249f8060,Sense organ I: Sense of Sight (eyes)
6012c595cfe09249249f8062,Sense Organ II: The sense of hearing (ears)
6012c595cfe09249249f8066,Sense Organ IV: The Sense of taste (tongue):
6012c595cfe09249249f8068,Sense Organ V: The sense of smell (nose)
6012c595cfe09249249f806a,Colour 
6012c595cfe09249249f8064,Sense Organ III: The Sense of touching and feeling (Skin) 
6012c598cfe09249249f806c,PLANTS
6012c598cfe09249249f806e,FEATURES OF PLANTS
6012c598cfe09249249f8070,COMMON USES OF PLANTS
6012c598cfe09249249f8072,ANIMALS I:
6012c598cfe09249249f8074,ANIMALS II
6012c598cfe09249249f8076,HEALTH AND SAFETY
6012c59ccfe09249249f8078,SOIL
6012c59ccfe09249249f807a,AIR
6012c59ccfe09249249f807c,AIR FLOATATION
6012c59ccfe09249249f807e,AIR (as a means of transmission)
6012c59ccfe09249249f8080,WATER FLOATATION I
6012c59ccfe09249249f8082,WATER FLOATATION II
6012c59ccfe09249249f8084,CLAY
6012c5aacfe09249249f8086,Clay; Preparation Of Clay For Moulding
6012c5aacfe09249249f8088,Clay; Stages Of Using And Preserving Clay
6012c5aacfe09249249f808a,Clay; Moulding With Clay
6012c5adcfe09249249f808c,Form Of Energy; Identification Of Different Form Of Energy
6012c5adcfe09249249f808e,Form Of Energy; Sound Energy And Naming Some Instruments That Produce Sounds
6012c5adcfe09249249f8090,Form Of Energy; Musical Instruments That Produces Sound
6012c5afcfe09249249f8092,Forms Of Energy; Making Local Instruments That Produces Sound
6012c5d3cfe09249249f8094,God Our Father
6012c5d3cfe09249249f8096,Discovering God Through Jesus
6012c5d3cfe09249249f8098,We Are The Children Of God
6012c5d3cfe09249249f809a,The Joy Of Having God As A Father
6012c5d6cfe09249249f809c,Jesus Our Btother
6012c5d6cfe09249249f809e,Jesus Our Friend
6012c5d6cfe09249249f80a0,Jesus Want Us To Make Friends
6012c5d6cfe09249249f80a2,Jesus Want us To Love One Another
6012c63bcfe09249249f80a4,Community Leadership
6012c63bcfe09249249f80a8,Community Leadership III
6012c63bcfe09249249f80aa,Kinds Of Work In Our Community
6012c63bcfe09249249f80a6,Community Leadership II
6012c63ecfe09249249f80ac,Civic Education
6012c63ecfe09249249f80ae,Why we Study Civic Education
6012c63ecfe09249249f80b0,Components Of Civic Education
6012c63ecfe09249249f80b2,Importance Of Civic Education To National Development
6012c63ecfe09249249f80b4,Honesty
6012c63ecfe09249249f80b6,"Courtesy, Politeness And Etiquette"
6012c643cfe09249249f80ba,Leaders In Our Community II
6012c643cfe09249249f80bc,Leaders In Our Community III
6012c643cfe09249249f80c0,Humility
6012c643cfe09249249f80c2,Road Signs And Traffic Light
6012c643cfe09249249f80c4,Personal Hygiene
6012c643cfe09249249f80c6,Sanitation
6012c643cfe09249249f80b8, Leaders in Our Community
6012c643cfe09249249f80be,Leaders In Our Community Iv
6012c653cfe09249249f80c8,Introduction To Simple Craft Making
6012c653cfe09249249f80ca,Introduction To Pattern Making
6012c653cfe09249249f80cc,Collage
6012c653cfe09249249f80ce,Mosaic Drawing
6012c653cfe09249249f80d0,Drawing And Colouring Of Animal Life
6012c653cfe09249249f80d2,Paper Work
6012c653cfe09249249f80d4,Using Postal Colour
6012c653cfe09249249f80d6,Print Making ( Leaf And Thumb Print )
6012c65acfe09249249f80d8,Cultural Dance
6012c65acfe09249249f80da,Body Beautification
6012c65acfe09249249f80dc,Raffia Frond Work
6012c65acfe09249249f80de,Clay Work
6012c65acfe09249249f80e0,Other Local Craft Work
6012c65acfe09249249f80e2,Introduction to perspective
6012c65acfe09249249f80e4,Life Drawing
6012c65acfe09249249f80e6,Patriotic Song
6012c65fcfe09249249f80e8,The Family
6012c65fcfe09249249f80ea,Working Together
6012c65fcfe09249249f80ec,Community And Belief
6012c65fcfe09249249f80ee,Overgrazing
6012c65fcfe09249249f80f0,Personal Hygiene
6012c65fcfe09249249f80f2,Home Hygiene
6012c65fcfe09249249f80f4,Human Voice
6012c65fcfe09249249f80f6,Sound
6012c66ccfe09249249f80f8,Adjectives
6012c66ccfe09249249f80fa,"Adjectives II, Decoding Unknown Words, Comprehension"
6012c66ccfe09249249f8104,Use of Adverbs in sentences
6012c66ccfe09249249f8106,Use of Adverbs to make Short Sentences
6012c66ccfe09249249f8108,Identification and Use of Regular Pronouns in Sentences
6012c66ccfe09249249f8100,Adverbs and Syllables 
6012c66ccfe09249249f8102,Identification of Adverbs
6012c66ccfe09249249f80fe,Pronunciation of Consonants and Consonant Clusters.
6012c66ccfe09249249f80fc,"Adjectives III, Pronunciation, Asking and Answering Questions in Present Past and Future Tense. "
6012c672cfe09249249f8110,Reading and Answering Factual Questions on Danger of Living Use of Pesticide
6012c672cfe09249249f8112,Identification of Simple Present Continuous Tense in Sentences
6012c672cfe09249249f8114,What Does your Mother Do?
6012c672cfe09249249f8118,My Home.
6012c672cfe09249249f810c,Production of Simple Present and Past Tense of Common Verbs in Tabular Form
6012c672cfe09249249f810a,  Use of Irregular Plurals in Simple Sentences. Using possessive pronouns as singular correctly
6012c672cfe09249249f8116,What is HIV/AIDS?
6012c672cfe09249249f810e,Use of Simple Present and Past Tense of Common Verbs in Sentences
6012c676cfe09249249f811c,Simple Sentences Using Present Continuous Tenses
6012c676cfe09249249f8120,Correct Use of Apostrophe II
6012c676cfe09249249f8122,The Court
6012c676cfe09249249f8124,The Computer and Some of its Functions.
6012c676cfe09249249f811a,Use of Continuous Tense in Simple Sentences Correctly
6012c676cfe09249249f811e,Correct Use of Apostrophe
6012c67fcfe09249249f8126,Exercise I
6012c67fcfe09249249f8128,Exercise II
6012c67fcfe09249249f812c,Rest And Sleep I
6012c67fcfe09249249f812e,Rest And Sleep II
6012c67fcfe09249249f8130,Rset And Sleep III
6012c67fcfe09249249f8132,Eating Good Food I
6012c67fcfe09249249f8134,Eating Good Food II
6012c67fcfe09249249f8136,Eating Good Food III
6012c67fcfe09249249f812a,Exercise III
6012c683cfe09249249f8138,Bathing
6012c683cfe09249249f813a,How To Wash Our Bodies
6012c683cfe09249249f813c,When To Wash The Bodies
6012c683cfe09249249f813e,Different Rooms In House
6012c683cfe09249249f8140,Uses Of  These Rooms I
6012c683cfe09249249f8142,Uses Of These Rooms II
6012c683cfe09249249f8144,Home furnishing
6012c687cfe09249249f8146,Harmful Substance That Can Be Taken In To Body I
6012c687cfe09249249f8148,Harmful Substance That Can Be Taken In To Body II
6012c687cfe09249249f814a,Harmful Substance That Can Be Taken In To Body III
6012c687cfe09249249f814c,Care Of Food I
6012c687cfe09249249f814e,Care Of Food II
6012c687cfe09249249f8150,Care Of Food III
6012c687cfe09249249f8152,Care Of Food IV
6012c693cfe09249249f8156,WHOLE NUMBERS
6012c693cfe09249249f8158,WHOLE NUMBERS
6012c693cfe09249249f815a,PLACE VALUE OF NUMBERS UP TO 200
6012c693cfe09249249f815c,ORDERING OF NUMBERS UP TO 200
6012c693cfe09249249f8160,FRACTION
6012c693cfe09249249f8162,FRACTIONS
6012c693cfe09249249f8164,ADDITION OF NUMBERS
6012c693cfe09249249f8166,SUBTRACTION OF 2-DIGIT NUMBERS WITHOUT REGROUPING
6012c693cfe09249249f8168,MIXED OPERATION (ADDITION AND SUBTRACTION)
6012c693cfe09249249f815e,"THE USE OF SYMBOLS ⋗, ⋖, ﹦TO DETERMINE THE VALUE OF NUMBERS"
6012c693cfe09249249f8154,REVISION COUNTING NUMERAL 1 -100
6012c697cfe09249249f816a,ADDITION OF 2-DIGIT NUMBERS WITH REGROUPING
6012c697cfe09249249f816c,SUBTRACTION OF 2-DIGIT NUMBERS WITH REGROUPING
6012c697cfe09249249f816e,ADDITION OF 3-DIGIT NUMBERS WITHOUT RENAMING
6012c697cfe09249249f8172,ODD AND EVEN NUMBER
6012c697cfe09249249f8174,OPEN SENTENCES INVOLVING ADDITION AND SUBTRACTION
6012c697cfe09249249f8176,MULTIPLICATION BY USING REPEATED ADDITION
6012c697cfe09249249f8178,MULTIPLICATION OF TWO DIGIT NUMBERS BY 2 OR 3 WITHOUT RENAMING
6012c697cfe09249249f8170,SUBTRACTION OF 3-DIGIT NUMBERS WITHOUT RENAMING
6012c69dcfe09249249f817a,MONEY
6012c69dcfe09249249f817c,"TIME: HOUR, MINUTE AND SECOND HAND"
6012c69dcfe09249249f817e,TIME: DAYS OF THE WEEK
6012c69dcfe09249249f8182,WEIGHT
6012c69dcfe09249249f8184,CAPACITY
6012c69dcfe09249249f8186,TWO DIMENSIONAL SHAPES
6012c69dcfe09249249f8188,AREA
6012c69dcfe09249249f818a,3- DIMENSIONAL SHAPE
6012c69dcfe09249249f818c,DATA COLLECTION
6012c69dcfe09249249f8180,MEASUREMENT
6012c6c0cfe09249249f818e,Family
6012c6c0cfe09249249f8190,Responsibilities Of Nuclear Family
6012c6c0cfe09249249f8192,Nigeria Independence
6012c6c0cfe09249249f8194,Ethnic Groups In Nigeria
6012c6c0cfe09249249f8196,Culture: Element Of Culture
6012c6c0cfe09249249f8198,Culture: Adornment and Religion
6012c6c0cfe09249249f819a,Civic Education
6012c6c0cfe09249249f819c,Nigeria Past Hero And Heroine I: Mary Slessors
6012c6c6cfe09249249f819e,Food And Cash Crops
6012c6c6cfe09249249f81a0,National Symbols
6012c6c6cfe09249249f81a4,Security Agencies In Nigeria 
6012c6c6cfe09249249f81a6,Nigerian Past Heroes And Heroines II (King Jaja Of Opobo)  
6012c6c6cfe09249249f81aa,The Road Safety And Signs 
6012c6c6cfe09249249f81ac,Geographical Terms
6012c6c6cfe09249249f81a2,Toilet Facilities
6012c6c6cfe09249249f81a8,The Community And Community Leaders
6012c6cccfe09249249f81b0,Transportation
6012c6cccfe09249249f81b2,Technology In The Home
6012c6cccfe09249249f81b4,Drugs/Drug Abuse
6012c6cccfe09249249f81b6,Weather
6012c6cccfe09249249f81b8,Raw Materials For Industries
6012c6cccfe09249249f81ba,Nigerian Past Heroes And Heroines III (Fumilayo Ransome Kuti)
6012c6cccfe09249249f81bc,Methods Of Storage
6012c6cccfe09249249f81ae,Savings
6012c6d0cfe09249249f81c0,  ERÉ ÌDÁRAYÁ (games)
6012c6d0cfe09249249f81c2, Ẹ̀KỌ́ ÌDÁRAYÁ: BOJÚBOJÚ (games)
6012c6d0cfe09249249f81c4, Ẹ́RE ÌDÁRAYÁ: ẸYẸ MẸ́TA TOLONGO WÁYÉ (games)
6012c6d0cfe09249249f81c6,ÀṢÀ IRUN DÍDÍ (weaving)
6012c6d0cfe09249249f81ca,ṢIṢẸ̀DÁ  Ọ̀RỌ̀ ONÍSÍLÉBÙ KAN OLÓHÙN ÀÀRIN (RE) ( formation of mid- tone words with one syllable)
6012c6d0cfe09249249f81cc, ṢIṢẸ̀DÁ  Ọ̀RỌ̀ ONÍSÍLÉBÙ KAN OLÓHÙN ÒKÈ (MI) ( formation of high- tone words with one syllable)
6012c6d0cfe09249249f81c8, ṢIṢẸ̀DÁ  Ọ̀RỌ̀ ONÍSÍLÉBÙ KAN OLÓHÙN ÌSÀLẸ̀ (formation of low- tone words with one syllable)
6012c6d0cfe09249249f81be,  ÒNKÀ: OÓKÀNLÉLÓGÚN DÉ ÀÁDỌ́TA (counting 21-50)
6012c6d5cfe09249249f81da,ÌPOLÓWÓ ỌJÀ ( advertisement)
6012c6d5cfe09249249f81de,  KÍKÀ ÀTI KÍKỌ GBÓLÓHÙN ALÁBỌ́DÉ ( Reading and writing simple sentences)
6012c6d5cfe09249249f81e0,ÀRÒFỌ̀ AKỌ́NILỌ́GBỌ́N KÉÈKÈÈKÉ I ( moral poem I)
6012c6d5cfe09249249f81d0,SÍSẸ̀DÁ Ọ̀RỌ̀́ ONÍSÍLÉBÙ MÈJÍ OLÓHÙN ÀÀRIN (RE) ( formation of mid- tone words with two syllables)
6012c6d5cfe09249249f81ce,ṢÍSẸ̀DÁ Ọ̀RỌ̀ ONÍSÍLÉBÙ MÉJÌ OLÓHÙN ÌSÀLẸ̀ (DÒ)  (formation of low- tone words with two syllables)
6012c6d5cfe09249249f81d4,ÌTẸ̀SÍWÁJÚ Ẹ̀KỌ́ ÌMỌTỌ́TỌ́ ( Hygiene)
6012c6d5cfe09249249f81d8,ÀWỌN NǸKAN TÓ WÀ NÍ ÀYÍKÁ WA ( things in our surroundings)
6012c6d5cfe09249249f81dc, Ọ̀RỌ̀- ORÚKỌ ( Noun)
6012c6d5cfe09249249f81d2, ṢÍSẸ̀DÁ Ọ̀RỌ̀ ONÍSÍLÉBÚ MÈJÍ OLÓHÙN ÒKÈ (MI) (formation of high- tone words with two syllables)
